row	sample	page	QC	karyotype
1069	161201_HMFregCPCT_FR12251821_FR12244791_CPCT02010439			02:00
1070	161201_HMFregCPCT_FR12251821_FR12244791_CPCT02010439			02:02
1071	161201_HMFregCPCT_FR13271958_FR13275488_CPCT02060043			01:00
1072	161201_HMFregCPCT_FR13271958_FR13275488_CPCT02060043			01:01
1073	161201_HMFregCPCT_FR13271958_FR13275488_CPCT02060043			02:01
1074	161201_HMFregCPCT_FR13271958_FR13275488_CPCT02060043			02:00
1075	161201_HMFregCPCT_FR13271958_FR13275488_CPCT02060043			02:02
1076	161201_HMFregCPCT_FR13271961_FR13275490_CPCT02060039			01:00
1077	161201_HMFregCPCT_FR13271961_FR13275490_CPCT02060039			01:01
1078	161201_HMFregCPCT_FR13271961_FR13275490_CPCT02060039			02:01
1079	161201_HMFregCPCT_FR13271961_FR13275490_CPCT02060039			02:00
1080	161201_HMFregCPCT_FR13271961_FR13275490_CPCT02060039			02:02
1081	161201_HMFregCPCT_FR13271976_FR12245848_CPCT02020394			01:00
1082	161201_HMFregCPCT_FR13271976_FR12245848_CPCT02020394			01:01
1083	161201_HMFregCPCT_FR13271976_FR12245848_CPCT02020394			02:01
1084	161201_HMFregCPCT_FR13271976_FR12245848_CPCT02020394			02:00
1085	161201_HMFregCPCT_FR13271976_FR12245848_CPCT02020394			02:02
1086	161201_HMFregCPCT_FR13271996_FR12245851_CPCT02020399			01:00
1087	161201_HMFregCPCT_FR13271996_FR12245851_CPCT02020399			01:01
1088	161201_HMFregCPCT_FR13271996_FR12245851_CPCT02020399			02:01
1089	161201_HMFregCPCT_FR13271996_FR12245851_CPCT02020399			02:00
1090	161201_HMFregCPCT_FR13271996_FR12245851_CPCT02020399			02:02
1091	161201_HMFregCPCT_FR13275507_FR12244788_CPCT02010434			01:00
1092	161201_HMFregCPCT_FR13275507_FR12244788_CPCT02010434			01:01
1093	161201_HMFregCPCT_FR13275507_FR12244788_CPCT02010434			02:01
1094	161201_HMFregCPCT_FR13275507_FR12244788_CPCT02010434			02:00
1095	161201_HMFregCPCT_FR13275507_FR12244788_CPCT02010434			02:02
1096	161205_HMFregCPCT_FR12244768_FR12244794_CPCT02210001			01:00
1097	161205_HMFregCPCT_FR12244768_FR12244794_CPCT02210001			01:01
1098	161205_HMFregCPCT_FR12244768_FR12244794_CPCT02210001			02:01
1099	161205_HMFregCPCT_FR12244768_FR12244794_CPCT02210001			02:00
1100	161205_HMFregCPCT_FR12244768_FR12244794_CPCT02210001			02:02
1101	161205_HMFregCPCT_FR12251556_FR12251517_CPCT02030284			01:00
1102	161205_HMFregCPCT_FR12251556_FR12251517_CPCT02030284			01:01
1103	161205_HMFregCPCT_FR12251556_FR12251517_CPCT02030284			02:01
1104	161205_HMFregCPCT_FR12251556_FR12251517_CPCT02030284			02:00
1105	161205_HMFregCPCT_FR12251556_FR12251517_CPCT02030284			02:02
1106	161205_HMFregCPCT_FR12251759_FR12251828_CPCT02060017			01:00
1107	161205_HMFregCPCT_FR12251759_FR12251828_CPCT02060017			01:01
1108	161205_HMFregCPCT_FR12251759_FR12251828_CPCT02060017			02:01
1109	161205_HMFregCPCT_FR12251759_FR12251828_CPCT02060017			02:00
1110	161205_HMFregCPCT_FR12251759_FR12251828_CPCT02060017			02:02
1111	161205_HMFregCPCT_FR12254111_FR12244792_CPCT02080049			01:00
1112	161205_HMFregCPCT_FR12254111_FR12244792_CPCT02080049			01:01
1113	161205_HMFregCPCT_FR12254111_FR12244792_CPCT02080049			02:01
1114	161205_HMFregCPCT_FR12254111_FR12244792_CPCT02080049			02:00
1115	161205_HMFregCPCT_FR12254111_FR12244792_CPCT02080049			02:02
1116	161205_HMFregCPCT_FR12254193_FR12244795_CPCT02210003			01:00
1117	161205_HMFregCPCT_FR12254193_FR12244795_CPCT02210003			01:01
1118	161205_HMFregCPCT_FR12254193_FR12244795_CPCT02210003			02:01
1119	161205_HMFregCPCT_FR12254193_FR12244795_CPCT02210003			02:00
1120	161205_HMFregCPCT_FR12254193_FR12244795_CPCT02210003			02:02
1121	161205_HMFregCPCT_FR12254197_FR12251809_CPCT02010392			01:00
1122	161205_HMFregCPCT_FR12254197_FR12251809_CPCT02010392			01:01
1123	161205_HMFregCPCT_FR12254197_FR12251809_CPCT02010392			02:01
1124	161205_HMFregCPCT_FR12254197_FR12251809_CPCT02010392			02:00
1125	161205_HMFregCPCT_FR12254197_FR12251809_CPCT02010392			02:02
1126	161205_HMFregCPCT_FR13271957_FR12245846_CPCT02160007			01:00
1127	161205_HMFregCPCT_FR13271957_FR12245846_CPCT02160007			01:01
1128	161205_HMFregCPCT_FR13271957_FR12245846_CPCT02160007			02:01
1129	161205_HMFregCPCT_FR13271957_FR12245846_CPCT02160007			02:00
1130	161205_HMFregCPCT_FR13271957_FR12245846_CPCT02160007			02:02
1131	161205_HMFregCPCT_FR13271985_FR12245850_CPCT02020401			01:00
1132	161205_HMFregCPCT_FR13271985_FR12245850_CPCT02020401			01:01
1133	161205_HMFregCPCT_FR13271985_FR12245850_CPCT02020401			02:01
1134	161205_HMFregCPCT_FR13271985_FR12245850_CPCT02020401			02:00
1135	161205_HMFregCPCT_FR13271985_FR12245850_CPCT02020401			02:02
1136	161205_HMFregCPCT_FR13275481_FR13275492_CPCT02060034			01:00
1137	161205_HMFregCPCT_FR13275481_FR13275492_CPCT02060034			01:01
1138	161205_HMFregCPCT_FR13275481_FR13275492_CPCT02060034			02:01
1139	161205_HMFregCPCT_FR13275481_FR13275492_CPCT02060034			02:00
1140	161205_HMFregCPCT_FR13275481_FR13275492_CPCT02060034			02:02
1141	161205_HMFregCPCT_FR13275503_FR12251646_CPCT02030286			01:00
1142	161205_HMFregCPCT_FR13275503_FR12251646_CPCT02030286			01:01
1143	161205_HMFregCPCT_FR13275503_FR12251646_CPCT02030286			02:01
1144	161205_HMFregCPCT_FR13275503_FR12251646_CPCT02030286			02:00
1145	161205_HMFregCPCT_FR13275503_FR12251646_CPCT02030286			02:02
1146	161205_HMFregCPCT_FR13275506_FR12244793_CPCT02080048			01:00
1147	161205_HMFregCPCT_FR13275506_FR12244793_CPCT02080048			01:01
1148	161205_HMFregCPCT_FR13275506_FR12244793_CPCT02080048			02:01
1149	161205_HMFregCPCT_FR13275506_FR12244793_CPCT02080048			02:00
1150	161205_HMFregCPCT_FR13275506_FR12244793_CPCT02080048			02:02
1151	161206_HMFregCPCT_FR12245819_FR12244321_CPCT02030269			01:00
1152	161206_HMFregCPCT_FR12245819_FR12244321_CPCT02030269			01:01
1153	161206_HMFregCPCT_FR12245819_FR12244321_CPCT02030269			02:01
1154	161206_HMFregCPCT_FR12245819_FR12244321_CPCT02030269			02:00
1155	161206_HMFregCPCT_FR12245819_FR12244321_CPCT02030269			02:02
1156	161206_HMFregCPCT_FR13271924_FR12246148_CPCT02140024			01:00
1157	161206_HMFregCPCT_FR13271924_FR12246148_CPCT02140024			01:01
1158	161206_HMFregCPCT_FR13271924_FR12246148_CPCT02140024			02:01
1159	161206_HMFregCPCT_FR13271924_FR12246148_CPCT02140024			02:00
1160	161206_HMFregCPCT_FR13271924_FR12246148_CPCT02140024			02:02
1161	161206_HMFregCPCT_FR13271947_FR12246143_CPCT02160008			01:00
1162	161206_HMFregCPCT_FR13271947_FR12246143_CPCT02160008			01:01
1163	161206_HMFregCPCT_FR13271947_FR12246143_CPCT02160008			02:01
1164	161206_HMFregCPCT_FR13271947_FR12246143_CPCT02160008			02:00
1165	161206_HMFregCPCT_FR13271947_FR12246143_CPCT02160008			02:02
1166	161206_HMFregCPCT_FR13271987_FR12246145_CPCT02160010			01:00
1167	161206_HMFregCPCT_FR13271987_FR12246145_CPCT02160010			01:01
1168	161206_HMFregCPCT_FR13271987_FR12246145_CPCT02160010			02:01
1169	161206_HMFregCPCT_FR13271987_FR12246145_CPCT02160010			02:00
1170	161206_HMFregCPCT_FR13271987_FR12246145_CPCT02160010			02:02
1171	161206_HMFregCPCT_FR13271991_FR12246153_CPCT02040051			01:00
1172	161206_HMFregCPCT_FR13271991_FR12246153_CPCT02040051			01:01
1173	161206_HMFregCPCT_FR13271991_FR12246153_CPCT02040051			02:01
1174	161206_HMFregCPCT_FR13271991_FR12246153_CPCT02040051			02:00
1175	161206_HMFregCPCT_FR13271991_FR12246153_CPCT02040051			02:02
1176	161211_HMFregCPCT_FR12245845_FR12246150_CPCT02040055			01:00
1177	161211_HMFregCPCT_FR12245845_FR12246150_CPCT02040055			01:01
1178	161211_HMFregCPCT_FR12245845_FR12246150_CPCT02040055			02:01
1179	161211_HMFregCPCT_FR12245845_FR12246150_CPCT02040055			02:00
1180	161211_HMFregCPCT_FR12245845_FR12246150_CPCT02040055			02:02
1181	161211_HMFregCPCT_FR12251582_FR12246155_CPCT02080050			01:00
1182	161211_HMFregCPCT_FR12251582_FR12246155_CPCT02080050			01:01
1183	161211_HMFregCPCT_FR12251582_FR12246155_CPCT02080050			02:01
1184	161211_HMFregCPCT_FR12251582_FR12246155_CPCT02080050			02:00
1185	161211_HMFregCPCT_FR12251582_FR12246155_CPCT02080050			02:02
1186	161211_HMFregCPCT_FR12251643_FR12246144_CPCT02160009			01:00
1187	161211_HMFregCPCT_FR12251643_FR12246144_CPCT02160009			01:01
1188	161211_HMFregCPCT_FR12251643_FR12246144_CPCT02160009			02:01
1189	161211_HMFregCPCT_FR12251643_FR12246144_CPCT02160009			02:00
1190	161211_HMFregCPCT_FR12251643_FR12246144_CPCT02160009			02:02
1191	161211_HMFregCPCT_FR12251978_FR12246151_CPCT02040054			01:00
1192	161211_HMFregCPCT_FR12251978_FR12246151_CPCT02040054			01:01
1193	161211_HMFregCPCT_FR12251978_FR12246151_CPCT02040054			02:01
1194	161211_HMFregCPCT_FR12251978_FR12246151_CPCT02040054			02:00
1195	161211_HMFregCPCT_FR12251978_FR12246151_CPCT02040054			02:02
1196	161211_HMFregCPCT_FR12254216_FR12246147_CPCT02160012			01:00
1197	161211_HMFregCPCT_FR12254216_FR12246147_CPCT02160012			01:01
1198	161211_HMFregCPCT_FR12254216_FR12246147_CPCT02160012			02:01
1199	161211_HMFregCPCT_FR12254216_FR12246147_CPCT02160012			02:00
1200	161211_HMFregCPCT_FR12254216_FR12246147_CPCT02160012			02:02
1201	161211_HMFregCPCT_FR13275505_FR12246154_CPCT02330006			01:00
1202	161211_HMFregCPCT_FR13275505_FR12246154_CPCT02330006			01:01
1203	161211_HMFregCPCT_FR13275505_FR12246154_CPCT02330006			02:01
1204	161211_HMFregCPCT_FR13275505_FR12246154_CPCT02330006			02:00
1205	161211_HMFregCPCT_FR13275505_FR12246154_CPCT02330006			02:02
1206	161213_HMFregCPCT_FR12245844_FR12246201_CPCT02090003			01:00
1207	161213_HMFregCPCT_FR12245844_FR12246201_CPCT02090003			01:01
1208	161213_HMFregCPCT_FR12245844_FR12246201_CPCT02090003			02:01
1209	161213_HMFregCPCT_FR12245844_FR12246201_CPCT02090003			02:00
1210	161213_HMFregCPCT_FR12245844_FR12246201_CPCT02090003			02:02
1211	161213_HMFregCPCT_FR12251554_FR12246195_CPCT02140028			01:00
1212	161213_HMFregCPCT_FR12251554_FR12246195_CPCT02140028			01:01
1213	161213_HMFregCPCT_FR12251554_FR12246195_CPCT02140028			02:01
1214	161213_HMFregCPCT_FR12251554_FR12246195_CPCT02140028			02:00
1215	161213_HMFregCPCT_FR12251554_FR12246195_CPCT02140028			02:02
1216	161213_HMFregCPCT_FR12251574_FR12246199_CPCT02030289			01:00
1217	161213_HMFregCPCT_FR12251574_FR12246199_CPCT02030289			01:01
1218	161213_HMFregCPCT_FR12251574_FR12246199_CPCT02030289			02:01
1219	161213_HMFregCPCT_FR12251574_FR12246199_CPCT02030289			02:00
1220	161213_HMFregCPCT_FR12251574_FR12246199_CPCT02030289			02:02
1221	161213_HMFregCPCT_FR12251578_FR12246149_CPCT02140026			01:00
1222	161213_HMFregCPCT_FR12251578_FR12246149_CPCT02140026			01:01
1223	161213_HMFregCPCT_FR12251578_FR12246149_CPCT02140026			02:01
1224	161213_HMFregCPCT_FR12251578_FR12246149_CPCT02140026			02:00
1225	161213_HMFregCPCT_FR12251578_FR12246149_CPCT02140026			02:02
1226	161213_HMFregCPCT_FR13275511_FR12246193_CPCT02140030			01:00
1227	161213_HMFregCPCT_FR13275511_FR12246193_CPCT02140030			01:01
1228	161213_HMFregCPCT_FR13275511_FR12246193_CPCT02140030			02:01
1229	161213_HMFregCPCT_FR13275511_FR12246193_CPCT02140030			02:00
1230	161213_HMFregCPCT_FR13275511_FR12246193_CPCT02140030			02:02
1231	161213_HMFregCPCT_FR13275516_FR12246194_CPCT02140029			01:00
1232	161213_HMFregCPCT_FR13275516_FR12246194_CPCT02140029			01:01
1233	161213_HMFregCPCT_FR13275516_FR12246194_CPCT02140029			02:01
1234	161213_HMFregCPCT_FR13275516_FR12246194_CPCT02140029			02:00
1235	161213_HMFregCPCT_FR13275516_FR12246194_CPCT02140029			02:02
1236	161218_HMFregCPCT_FR12245815_FR12246192_CPCT02330007			01:00
1237	161218_HMFregCPCT_FR12245815_FR12246192_CPCT02330007			01:01
1238	161218_HMFregCPCT_FR12245815_FR12246192_CPCT02330007			02:01
1239	161218_HMFregCPCT_FR12245815_FR12246192_CPCT02330007			02:00
1240	161218_HMFregCPCT_FR12245815_FR12246192_CPCT02330007			02:02
1241	161218_HMFregCPCT_FR12245828_FR12246191_CPCT02020410			01:00
1242	161218_HMFregCPCT_FR12245828_FR12246191_CPCT02020410			01:01
1243	161218_HMFregCPCT_FR12245828_FR12246191_CPCT02020410			02:01
1244	161218_HMFregCPCT_FR12245828_FR12246191_CPCT02020410			02:00
1245	161218_HMFregCPCT_FR12245828_FR12246191_CPCT02020410			02:02
1246	161218_HMFregCPCT_FR12245830_FR12246188_CPCT02020408			01:00
1247	161218_HMFregCPCT_FR12245830_FR12246188_CPCT02020408			01:01
1248	161218_HMFregCPCT_FR12245830_FR12246188_CPCT02020408			02:01
1249	161218_HMFregCPCT_FR12245830_FR12246188_CPCT02020408			02:00
1250	161218_HMFregCPCT_FR12245830_FR12246188_CPCT02020408			02:02
1251	161218_HMFregCPCT_FR12245837_FR12246198_CPCT02030290			01:00
1252	161218_HMFregCPCT_FR12245837_FR12246198_CPCT02030290			01:01
1253	161218_HMFregCPCT_FR12245837_FR12246198_CPCT02030290			02:01
1254	161218_HMFregCPCT_FR12245837_FR12246198_CPCT02030290			02:00
1255	161218_HMFregCPCT_FR12245837_FR12246198_CPCT02030290			02:02
1256	161218_HMFregCPCT_FR12245839_FR12246197_CPCT02030291			01:00
1257	161218_HMFregCPCT_FR12245839_FR12246197_CPCT02030291			01:01
1258	161218_HMFregCPCT_FR12245839_FR12246197_CPCT02030291			02:01
1259	161218_HMFregCPCT_FR12245839_FR12246197_CPCT02030291			02:00
1260	161218_HMFregCPCT_FR12245839_FR12246197_CPCT02030291			02:02
1261	161220_HMFregCPCT_FR12244411_FR12246115_CPCT02050075			01:00
1262	161220_HMFregCPCT_FR12244411_FR12246115_CPCT02050075			01:01
1263	161220_HMFregCPCT_FR12244411_FR12246115_CPCT02050075			02:01
1264	161220_HMFregCPCT_FR12244411_FR12246115_CPCT02050075			02:00
1265	161220_HMFregCPCT_FR12244411_FR12246115_CPCT02050075			02:02
1266	161220_HMFregCPCT_FR12244782_FR12246182_CPCT02050068			01:00
1267	161220_HMFregCPCT_FR12244782_FR12246182_CPCT02050068			01:01
1268	161220_HMFregCPCT_FR12244782_FR12246182_CPCT02050068			02:01
1269	161220_HMFregCPCT_FR12244782_FR12246182_CPCT02050068			02:00
1270	161220_HMFregCPCT_FR12244782_FR12246182_CPCT02050068			02:02
1271	161220_HMFregCPCT_FR12245811_FR12246109_CPCT02030294			01:00
1272	161220_HMFregCPCT_FR12245811_FR12246109_CPCT02030294			01:01
1273	161220_HMFregCPCT_FR12245811_FR12246109_CPCT02030294			02:01
1274	161220_HMFregCPCT_FR12245811_FR12246109_CPCT02030294			02:00
1275	161220_HMFregCPCT_FR12245811_FR12246109_CPCT02030294			02:02
1276	161220_HMFregCPCT_FR12245835_FR12246098_CPCT02040058			01:00
1277	161220_HMFregCPCT_FR12245835_FR12246098_CPCT02040058			01:01
1278	161220_HMFregCPCT_FR12245835_FR12246098_CPCT02040058			02:01
1279	161220_HMFregCPCT_FR12245835_FR12246098_CPCT02040058			02:00
1280	161220_HMFregCPCT_FR12245835_FR12246098_CPCT02040058			02:02
1281	161220_HMFregCPCT_FR12254230_FR12246113_CPCT02050079			01:00
1282	161220_HMFregCPCT_FR12254230_FR12246113_CPCT02050079			01:01
1283	161220_HMFregCPCT_FR12254230_FR12246113_CPCT02050079			02:01
1284	161220_HMFregCPCT_FR12254230_FR12246113_CPCT02050079			02:00
1285	161220_HMFregCPCT_FR12254230_FR12246113_CPCT02050079			02:02
1286	161220_HMFregCPCT_FR13271937_FR12246118_CPCT02050071			01:00
1287	161220_HMFregCPCT_FR13271937_FR12246118_CPCT02050071			01:01
1288	161220_HMFregCPCT_FR13271937_FR12246118_CPCT02050071			02:01
1289	161220_HMFregCPCT_FR13271937_FR12246118_CPCT02050071			02:00
1290	161220_HMFregCPCT_FR13271937_FR12246118_CPCT02050071			02:02
1291	161220_HMFregCPCT_FR13271967_FR12246116_CPCT02050074			01:00
1292	161220_HMFregCPCT_FR13271967_FR12246116_CPCT02050074			01:01
1293	161220_HMFregCPCT_FR13271967_FR12246116_CPCT02050074			02:01
1294	161220_HMFregCPCT_FR13271967_FR12246116_CPCT02050074			02:00
1295	161220_HMFregCPCT_FR13271967_FR12246116_CPCT02050074			02:02
1296	161220_HMFregCPCT_FR13271986_FR12246117_CPCT02050073			01:00
1297	161220_HMFregCPCT_FR13271986_FR12246117_CPCT02050073			01:01
1298	161220_HMFregCPCT_FR13271986_FR12246117_CPCT02050073			02:01
1299	161220_HMFregCPCT_FR13271986_FR12246117_CPCT02050073			02:00
1300	161220_HMFregCPCT_FR13271986_FR12246117_CPCT02050073			02:02
1301	161220_HMFregCPCT_FR13271992_FR12246114_CPCT02050077			01:00
1302	161220_HMFregCPCT_FR13271992_FR12246114_CPCT02050077			01:01
1303	161220_HMFregCPCT_FR13271992_FR12246114_CPCT02050077			02:01
1304	161220_HMFregCPCT_FR13271992_FR12246114_CPCT02050077			02:00
1305	161220_HMFregCPCT_FR13271992_FR12246114_CPCT02050077			02:02
1306	161220_HMFregCPCT_FR13275482_FR12246095_CPCT02220001			01:00
1307	161220_HMFregCPCT_FR13275482_FR12246095_CPCT02220001			01:01
1308	161220_HMFregCPCT_FR13275482_FR12246095_CPCT02220001			02:01
1309	161220_HMFregCPCT_FR13275482_FR12246095_CPCT02220001			02:00
1310	161220_HMFregCPCT_FR13275482_FR12246095_CPCT02220001			02:02
1311	161220_HMFregCPCT_FR13275509_FR12246170_CPCT02020403			01:00
1312	161220_HMFregCPCT_FR13275509_FR12246170_CPCT02020403			01:01
1313	161220_HMFregCPCT_FR13275509_FR12246170_CPCT02020403			02:01
1314	161220_HMFregCPCT_FR13275509_FR12246170_CPCT02020403			02:00
1315	161220_HMFregCPCT_FR13275509_FR12246170_CPCT02020403			02:02
1316	161220_HMFregCPCT_FR13275520_FR12246105_CPCT02010440			01:00
1317	161220_HMFregCPCT_FR13275520_FR12246105_CPCT02010440			01:01
1318	161220_HMFregCPCT_FR13275520_FR12246105_CPCT02010440			02:01
1319	161220_HMFregCPCT_FR13275520_FR12246105_CPCT02010440			02:00
1320	161220_HMFregCPCT_FR13275520_FR12246105_CPCT02010440			02:02
1321	161225_HMFregCPCT_FR12245807_FR12246110_CPCT02030293			01:00
1322	161225_HMFregCPCT_FR12245807_FR12246110_CPCT02030293			01:01
1323	161225_HMFregCPCT_FR12245807_FR12246110_CPCT02030293			02:01
1324	161225_HMFregCPCT_FR12245807_FR12246110_CPCT02030293			02:00
1325	161225_HMFregCPCT_FR12245807_FR12246110_CPCT02030293			02:02
1326	161225_HMFregCPCT_FR12245809_FR12246112_CPCT02050082			01:00
1327	161225_HMFregCPCT_FR12245809_FR12246112_CPCT02050082			01:01
1328	161225_HMFregCPCT_FR12245809_FR12246112_CPCT02050082			02:01
1329	161225_HMFregCPCT_FR12245809_FR12246112_CPCT02050082			02:00
1330	161225_HMFregCPCT_FR12245809_FR12246112_CPCT02050082			02:02
1331	161225_HMFregCPCT_FR12246205_FR12246093_CPCT02080053			01:00
1332	161225_HMFregCPCT_FR12246205_FR12246093_CPCT02080053			01:01
1333	161225_HMFregCPCT_FR12246205_FR12246093_CPCT02080053			02:01
1334	161225_HMFregCPCT_FR12246205_FR12246093_CPCT02080053			02:00
1335	161225_HMFregCPCT_FR12246205_FR12246093_CPCT02080053			02:02
1336	161225_HMFregCPCT_FR12246211_FR12246088_CPCT02300001			01:00
1337	161225_HMFregCPCT_FR12246211_FR12246088_CPCT02300001			01:01
1338	161225_HMFregCPCT_FR12246211_FR12246088_CPCT02300001			02:01
1339	161225_HMFregCPCT_FR12246211_FR12246088_CPCT02300001			02:00
1340	161225_HMFregCPCT_FR12246211_FR12246088_CPCT02300001			02:02
1341	161225_HMFregCPCT_FR12246214_FR12246100_CPCT02330009			01:00
1342	161225_HMFregCPCT_FR12246214_FR12246100_CPCT02330009			01:01
1343	161225_HMFregCPCT_FR12246214_FR12246100_CPCT02330009			02:01
1344	161225_HMFregCPCT_FR12246214_FR12246100_CPCT02330009			02:00
1345	161225_HMFregCPCT_FR12246214_FR12246100_CPCT02330009			02:02
1346	161225_HMFregCPCT_FR12246224_FR12246096_CPCT02040063			01:00
1347	161225_HMFregCPCT_FR12246224_FR12246096_CPCT02040063			01:01
1348	161225_HMFregCPCT_FR12246224_FR12246096_CPCT02040063			02:01
1349	161225_HMFregCPCT_FR12246224_FR12246096_CPCT02040063			02:00
1350	161225_HMFregCPCT_FR12246224_FR12246096_CPCT02040063			02:02
1351	161225_HMFregCPCT_FR12246226_FR12246104_CPCT02010441			01:00
1352	161225_HMFregCPCT_FR12246226_FR12246104_CPCT02010441			01:01
1353	161225_HMFregCPCT_FR12246226_FR12246104_CPCT02010441			02:01
1354	161225_HMFregCPCT_FR12246226_FR12246104_CPCT02010441			02:00
1355	161225_HMFregCPCT_FR12246226_FR12246104_CPCT02010441			02:02
1356	161225_HMFregCPCT_FR12246233_FR12246091_CPCT02070038			01:00
1357	161225_HMFregCPCT_FR12246233_FR12246091_CPCT02070038			01:01
1358	161225_HMFregCPCT_FR12246233_FR12246091_CPCT02070038			02:01
1359	161225_HMFregCPCT_FR12246233_FR12246091_CPCT02070038			02:00
1360	161225_HMFregCPCT_FR12246233_FR12246091_CPCT02070038			02:02
1361	161228_HMFregCPCT_FR12246016_FR12246062_CPCT02060058			01:00
1362	161228_HMFregCPCT_FR12246016_FR12246062_CPCT02060058			01:01
1363	161228_HMFregCPCT_FR12246016_FR12246062_CPCT02060058			02:01
1364	161228_HMFregCPCT_FR12246016_FR12246062_CPCT02060058			02:00
1365	161228_HMFregCPCT_FR12246016_FR12246062_CPCT02060058			02:02
1366	161228_HMFregCPCT_FR12246021_FR12246067_CPCT02060050			01:00
1367	161228_HMFregCPCT_FR12246021_FR12246067_CPCT02060050			01:01
1368	161228_HMFregCPCT_FR12246021_FR12246067_CPCT02060050			02:01
1369	161228_HMFregCPCT_FR12246021_FR12246067_CPCT02060050			02:00
1370	161228_HMFregCPCT_FR12246021_FR12246067_CPCT02060050			02:02
1371	161228_HMFregCPCT_FR12246132_FR12246063_CPCT02060056			01:00
1372	161228_HMFregCPCT_FR12246132_FR12246063_CPCT02060056			01:01
1373	161228_HMFregCPCT_FR12246132_FR12246063_CPCT02060056			02:01
1374	161228_HMFregCPCT_FR12246132_FR12246063_CPCT02060056			02:00
1375	161228_HMFregCPCT_FR12246132_FR12246063_CPCT02060056			02:02
1376	161228_HMFregCPCT_FR12246180_FR12246064_CPCT02060054			01:00
1377	161228_HMFregCPCT_FR12246180_FR12246064_CPCT02060054			01:01
1378	161228_HMFregCPCT_FR12246180_FR12246064_CPCT02060054			02:01
1379	161228_HMFregCPCT_FR12246180_FR12246064_CPCT02060054			02:00
1380	161228_HMFregCPCT_FR12246180_FR12246064_CPCT02060054			02:02
1381	161228_HMFregCPCT_FR12246225_FR12246077_CPCT02030296			01:00
1382	161228_HMFregCPCT_FR12246225_FR12246077_CPCT02030296			01:01
1383	161228_HMFregCPCT_FR12246225_FR12246077_CPCT02030296			02:01
1384	161228_HMFregCPCT_FR12246225_FR12246077_CPCT02030296			02:00
1385	161228_HMFregCPCT_FR12246225_FR12246077_CPCT02030296			02:02
1386	161228_HMFregCPCT_FR12246229_FR12246065_CPCT02060053			01:00
1387	161228_HMFregCPCT_FR12246229_FR12246065_CPCT02060053			01:01
1388	161228_HMFregCPCT_FR12246229_FR12246065_CPCT02060053			02:01
1389	161228_HMFregCPCT_FR12246229_FR12246065_CPCT02060053			02:00
1390	161228_HMFregCPCT_FR12246229_FR12246065_CPCT02060053			02:02
1391	161228_HMFregCPCT_FR12251625_FR12246069_CPCT02060046			01:00
1392	161228_HMFregCPCT_FR12251625_FR12246069_CPCT02060046			01:01
1393	161228_HMFregCPCT_FR12251625_FR12246069_CPCT02060046			02:01
1394	161228_HMFregCPCT_FR12251625_FR12246069_CPCT02060046			02:00
1395	161228_HMFregCPCT_FR12251625_FR12246069_CPCT02060046			02:02
1396	161228_HMFregDRUP_FR12246227_FR12246092_DRUP01070001			01:00
1397	161228_HMFregDRUP_FR12246227_FR12246092_DRUP01070001			01:01
1398	161228_HMFregDRUP_FR12246227_FR12246092_DRUP01070001			02:01
1399	161228_HMFregDRUP_FR12246227_FR12246092_DRUP01070001			02:00
1400	161228_HMFregDRUP_FR12246227_FR12246092_DRUP01070001			02:02
1401	161228_HMFregDRUP_FR13275508_FR12246108_DRUP01010007			01:00
1402	161228_HMFregDRUP_FR13275508_FR12246108_DRUP01010007			01:01
1403	161228_HMFregDRUP_FR13275508_FR12246108_DRUP01010007			02:01
1404	161228_HMFregDRUP_FR13275508_FR12246108_DRUP01010007			02:00
1405	161228_HMFregDRUP_FR13275508_FR12246108_DRUP01010007			02:02
1406	161230_HMFregCPCT_FR10302558_FR12246103_CPCT02010382			01:00
1407	161230_HMFregCPCT_FR10302558_FR12246103_CPCT02010382			01:01
1408	161230_HMFregCPCT_FR10302558_FR12246103_CPCT02010382			02:01
1409	161230_HMFregCPCT_FR10302558_FR12246103_CPCT02010382			02:00
1410	161230_HMFregCPCT_FR10302558_FR12246103_CPCT02010382			02:02
1411	161230_HMFregCPCT_FR10302970_FR12246099_CPCT02040021			01:00
1412	161230_HMFregCPCT_FR10302970_FR12246099_CPCT02040021			01:01
1413	161230_HMFregCPCT_FR10302970_FR12246099_CPCT02040021			02:01
1414	161230_HMFregCPCT_FR10302970_FR12246099_CPCT02040021			02:00
1415	161230_HMFregCPCT_FR10302970_FR12246099_CPCT02040021			02:02
1416	170101_HMFregCPCT_FR12245821_FR12246086_CPCT02180005			01:00
1417	170101_HMFregCPCT_FR12245821_FR12246086_CPCT02180005			01:01
1418	170101_HMFregCPCT_FR12245821_FR12246086_CPCT02180005			02:01
1419	170101_HMFregCPCT_FR12245821_FR12246086_CPCT02180005			02:00
1420	170101_HMFregCPCT_FR12245821_FR12246086_CPCT02180005			02:02
1421	170101_HMFregCPCT_FR12246172_FR12246072_CPCT02080055			01:00
1422	170101_HMFregCPCT_FR12246172_FR12246072_CPCT02080055			01:01
1423	170101_HMFregCPCT_FR12246172_FR12246072_CPCT02080055			02:01
1424	170101_HMFregCPCT_FR12246172_FR12246072_CPCT02080055			02:00
1425	170101_HMFregCPCT_FR12246172_FR12246072_CPCT02080055			02:02
1426	170101_HMFregCPCT_FR12246175_FR12246042_CPCT02180008			01:00
